idcountry,anzsco_4digit,anzsco_title,runup_from_2019,runup_from_2020
NSW,1112,General Managers,0.3487316354228911,0.4982866702901374
NSW,1211,Aquaculture Farmers,1.2500007812166203e-6,0.08701183153518763
NSW,1212,Crop Farmers,0.25489224962879,0.4502011980280063
NSW,1213,Livestock Farmers,0.4397624433577443,0.5209193070826332
NSW,1214,Mixed Crop and Livestock Farmers,0.7875755866867591,0.8563706581912847
NSW,1311,Advertising and Sales Managers,-0.1982799768567327,0.34528358204332665
NSW,1321,Corporate Services Managers,0.22838233218013482,0.5717978075444252
NSW,1322,Finance Managers,0.03807385226935889,0.4819838118868036
NSW,1323,Human Resource Managers,0.304403282060826,0.6362286553260965
NSW,1324,Policy and Planning Managers,0.42338148010180543,0.7292668905248822
NSW,1325,Research and Development Managers,0.2563963102649911,0.6388039320084218
NSW,1331,Construction Managers,0.07263640181452136,0.5815014879552551
NSW,1332,Engineering Managers,0.7145330401758612,1.0104645326880228
NSW,1333,"Importers, Exporters and Wholesalers",0.012945327039545429,0.5303066275577408
NSW,1334,Manufacturers,1.0422821565141787,1.1052567648304878
NSW,1335,Production Managers,0.4609433496424282,0.6740230305505772
NSW,1336,"Supply, Distribution and Procurement Managers",0.4031222800067038,0.7102326137979826
NSW,1341,Child Care Centre Managers,0.6004176786629625,0.43012676793619864
NSW,1342,Health and Welfare Services Managers,0.48694820067108857,0.28800649419075697
NSW,1343,School Principals,1.1872391851206077,0.40244738140716674
NSW,1344,Other Education Managers,0.3546407951985855,0.4152653708920271
NSW,1351,ICT Managers,0.4192294668044694,0.6174913603344843
NSW,1399,Other Specialist Managers,0.4724993810147664,0.6595490843891154
NSW,1411,Cafe and Restaurant Managers,0.5087280928393891,0.8424452638004105
NSW,1412,Caravan Park and Camping Ground Managers,-0.257829407239462,0.06959258319155981
NSW,1413,Hotel and Motel Managers,0.5671100862955214,0.8351687491130226
NSW,1414,Licensed Club Managers,0.5723909903197733,0.8283590515177637
