anzsco_4digit,anzsco_title,rs_surprise_h6,rs_surprise_h12,rs_surprise_h18,rs_placebo_h6,rs_placebo_h12,rs_placebo_h18,rs_broad_h6,rs_broad_h12,rs_broad_h18,rate_sens_rba,rate_sens_rba_broad
3125,Mechanical Engineering Draftspersons and Technicians,0.6878031157564531,0.9280593939458781,0.960201281982246,0.7573754823788951,0.9041299655494058,0.718268027045364,0.2307684829446676,0.5386831804565486,0.3058159395681832,0.9280593939458781,0.5386831804565486
3126,Safety Inspectors,0.6604816142466209,0.8951105612344985,0.8169651989352179,0.6273245911874944,0.8164012256389572,0.5937862488968318,0.3453313040409313,0.6707710614357523,0.4184372108426009,0.8951105612344985,0.6707710614357523
3129,Other Building and Engineering Technicians,0.7350036225100518,0.9767694923446919,0.8987709064411236,0.7198278249309784,0.9011920258508176,0.6646242142306534,0.27841642805296773,0.6298535786368139,0.38087998552056496,0.9767694923446919,0.6298535786368139
3131,ICT Support Technicians,0.701040179889402,0.8802428682126764,0.8077598233009181,0.7290226405981283,0.9455526860241348,0.7267184686240663,0.3433815584319837,0.696419340420417,0.4587634562088859,0.8802428682126764,0.696419340420417
3132,Telecommunications Technical Specialists,0.6947077575309133,0.8187856072073121,0.7042557293687192,0.7444515667024836,0.9340761780052358,0.7767218789634188,0.3749191742065403,0.7050421825160964,0.39329166094855855,0.8187856072073121,0.7050421825160964
3211,Automotive Electricians,0.618120485380705,0.7825286063682709,0.7365916046131148,0.6739062501447958,0.9186711302582664,0.6396445175346039,0.35914498462167094,0.7121489800431593,0.4370594349987693,0.7825286063682709,0.7121489800431593
3212,Motor Mechanics,0.6681926019916975,0.8871559554698605,0.8070505215725047,0.6978342401083251,0.9152500921307786,0.6719288837918354,0.3645296965494048,0.7313189865814933,0.4694585411322831,0.8871559554698605,0.7313189865814933
3221,"Metal Casting, Forging and Finishing Trades Workers",0.4413051590669488,0.35242497855223487,0.3926643341083213,0.7463405760997234,0.7292483010055498,0.6751119548956418,0.3779795482817369,0.7636848977450547,0.4810163717219365,0.35242497855223487,0.7636848977450547
3222,Sheetmetal Trades Workers,0.7409420851650609,0.904595809577407,0.8697081080484114,0.751849022628584,0.8972726304833872,0.6850416206347545,0.3687940350029372,0.7520937433362876,0.48551836414267596,0.904595809577407,0.7520937433362876
3223,Structural Steel and Welding Trades Workers,0.7376439742993225,0.9695461958139676,0.9401241601079998,0.7485498523057867,0.8677079661994571,0.6573126594574831,0.3444355031516532,0.7176095369023239,0.4608499450699552,0.9695461958139676,0.7176095369023239
