sample,control_set,n_obs,n_occ,exposure,baseline,baseline_p,with_controls,with_controls_p,pct_attenuation
aus_l4,wfh_teleworkable + rate_sens_rba,1176,258,anthropic_usage_score,-0.4005336641865954,1.1666560064218362e-5,-0.45927582831668884,1.9291404226194013e-5,-14.66597426945051
aus_l4,wfh_teleworkable + runup_from_2019,1176,258,ai_product_exposure_score,-0.13031591620940935,0.006383589414873741,-0.18334106400212666,4.857040944950266e-4,-40.689694194766865
aus_l4,wfh_teleworkable + runup_from_2019,1176,258,felten_exposure_score,0.09047278683911138,0.09881573424703786,0.1929304616888661,0.009201686435476865,-113.24695350874534
aus_l4,wfh_teleworkable + runup_from_2019,1176,258,webb_exposure_score,0.08320736749353708,0.07719503289588811,0.06394407401201221,0.08701768792452652,23.15094691947932
aus_l4,wfh_teleworkable + runup_from_2019,1176,258,beta_eloundou,-0.044751587051502416,0.3628664394676669,-0.17039618134595735,0.0023125477747565175,-280.76008600512137
aus_l4,wfh_teleworkable + runup_from_2019,1176,258,anthropic_usage_score,-0.4005336641865954,1.1666560064218362e-5,-0.4875497079638992,2.4115147345764454e-5,-21.7250262731389
aus_l4,rate_sens_rba + runup_from_2019,1197,264,ai_product_exposure_score,-0.1442796254420628,0.0017333483586377658,-0.20265671349537664,1.3527957537618848e-4,-40.46107541134134
aus_l4,rate_sens_rba + runup_from_2019,1197,264,felten_exposure_score,0.11772487579824242,0.04497135526619427,0.05351484087537063,0.2552485884554321,54.54245289068329
aus_l4,rate_sens_rba + runup_from_2019,1197,264,webb_exposure_score,0.08400134706850815,0.07448477556908632,0.05716567540103306,0.1583001160791581,31.94671586110278
aus_l4,rate_sens_rba + runup_from_2019,1197,264,beta_eloundou,-0.025991031341958567,0.589970327466188,-0.12575995049067606,0.025596403089608876,-383.8590236611956
aus_l4,rate_sens_rba + runup_from_2019,1197,264,anthropic_usage_score,-0.4007819026213527,1.1817531943277669e-5,-0.4959064619411054,1.857491341188973e-5,-23.734744183203205
aus_l4,wfh_teleworkable + rate_sens_rba + runup_from_2019,1176,258,ai_product_exposure_score,-0.13031591620940935,0.006383589414873741,-0.18288974626112497,6.720716457427803e-4,-40.34336831675483
aus_l4,wfh_teleworkable + rate_sens_rba + runup_from_2019,1176,258,felten_exposure_score,0.09047278683911138,0.09881573424703786,0.1885029706290435,0.010500426742275262,-108.35322666058707
aus_l4,wfh_teleworkable + rate_sens_rba + runup_from_2019,1176,258,webb_exposure_score,0.08320736749353708,0.07719503289588811,0.06292023413847272,0.09979409764474302,24.381414730660843
aus_l4,wfh_teleworkable + rate_sens_rba + runup_from_2019,1176,258,beta_eloundou,-0.044751587051502416,0.3628664394676669,-0.18143166044312858,0.002129959184564088,-305.4194999482985
aus_l4,wfh_teleworkable + rate_sens_rba + runup_from_2019,1176,258,anthropic_usage_score,-0.4005336641865954,1.1666560064218362e-5,-0.4900478169034543,2.6106137391207468e-5,-22.348721398648074
