idcountry,isco_level_2,covered_share,runup_from_2019,runup_from_2020,runup_from_2019_vac,runup_from_2019_mix,runup_from_2019_pooled
DK,82,1,0.6312717768418579,0.7591051483517427,0.7069624567915298,0.22072107126613297,0.21989440056919204
DK,83,0.9596678529062871,0.605723269547523,0.7406397794203969,0.6260919406006428,0.20979814771038144,0.20902411239158486
DK,91,0.6329866270430906,0.640569370137483,0.7424496362127215,0.7601733882922501,0.25163147120404245,0.2330230761849543
DK,93,0.981340118744699,0.5499994273980169,0.6756772682596466,0.6200463439751339,0.21803306316882812,0.2150336288425011
DK,94,0.6631944444444444,1.0112970060845297,1.1767634990532259,1.0920785782466986,0.2518846583857476,0.2731603358466676
DK,96,0.7692307692307693,0.4415614841737864,0.6278651321557733,0.5038553998120022,0.225981640868923,0.22864745822534405
EE,12,1,-0.18232155679395465,0.37267528528517363,-0.05788377428520786,0.3176494368130295,0.24446408178875306
EE,13,1,0.07001473727692294,0.45165397882412867,0.1262870442889787,0.2294413962635052,0.2130208675503039
EE,14,1,0.08382400058045639,0.7231872485583991,0.11937892018270511,0.22446358199151306,0.25317490005446597
EE,21,1,-0.0033931516066749807,0.32069605561843467,0.05941401658823127,0.24628154395620547,0.25205294245025983
EE,22,1,0.18429975450392264,0.3110060575241417,0.2039950461040366,0.16654829073406177,0.1721416170252814
EE,23,1,0.36811974087262284,0.25247643354613863,0.4407636945370483,0.2203207456255101,0.21847032587873527
EE,24,1,0.0536677574407774,0.3751917584614078,0.09042271199703329,0.2470296829908255,0.2514016893047965
EE,25,1,-0.014832536743133997,0.42243727754228505,0.09938867980038277,0.26138833114624616,0.2598746776979377
EE,26,1,0.06266529948966225,0.22343148015762512,0.15233621777197964,0.21672676550325476,0.2152636121063766
EE,31,1,0.020881592841954986,0.535783379171563,0.016247607340844447,0.2259132811838987,0.2276955086746763
EE,32,1,0.21025438558060258,0.23739816453233764,0.2286325961124048,0.15583671964895104,0.173028653055236
EE,33,1,0.06684178013136272,0.42229939992276755,0.1141166486863118,0.23057620964149922,0.24331163690461108
EE,34,1,0.24480292089868128,0.15036558378307316,0.2871361740946928,0.1700969303391151,0.1917560116138421
EE,35,1,-0.08515780834030684,0.47445797959511593,0.1006567793852211,0.26319105244348484,0.25033411023201657
EE,42,1,0.16729872270714552,0.44459818489106606,0.13540318161575327,0.23293999181335368,0.2562536313099383
